code,treatment,strength,route
60505-0224-2,Sotalol,160 mg/1,ORAL
60429-749-01,Sotalol,120 mg/1,ORAL
71335-0860-3,Sotalol,80 mg/1,ORAL
42806-121-10,Sotalol,80 mg/1,ORAL
42806-122-01,Sotalol,120 mg/1,ORAL
42806-122-10,Sotalol,120 mg/1,ORAL
42806-123-10,Sotalol,160 mg/1,ORAL
43353-616-60,Sotalol,80 mg/1,ORAL
60505-0159-1,Sotalol,120 mg/1,ORAL
60505-0222-2,Sotalol,80 mg/1,ORAL
60505-0223-1,Sotalol,120 mg/1,ORAL
50090-1299-2,Sotalol,80 mg/1,ORAL
63187-804-60,Sotalol,80 mg/1,ORAL
71205-046-30,Sotalol,80 mg/1,ORAL
0904-7143-61,Sotalol,80 mg/1,ORAL
69584-841-10,Sotalol,80 mg/1,ORAL
69584-841-50,Sotalol,80 mg/1,ORAL
69584-842-10,Sotalol,120 mg/1,ORAL
69584-842-30,Sotalol,120 mg/1,ORAL
69584-843-10,Sotalol,160 mg/1,ORAL
69584-844-10,Sotalol,240 mg/1,ORAL
71335-0860-2,Sotalol,80 mg/1,ORAL
68084-654-01,Sotalol,80 mg/1,ORAL
60505-0222-1,Sotalol,80 mg/1,ORAL
60505-0223-2,Sotalol,120 mg/1,ORAL
43353-616-30,Sotalol,80 mg/1,ORAL
60429-751-01,Sotalol,240 mg/1,ORAL
60505-0081-0,Sotalol,160 mg/1,ORAL
60505-0082-0,Sotalol,240 mg/1,ORAL
71335-0860-1,Sotalol,80 mg/1,ORAL
42806-121-01,Sotalol,80 mg/1,ORAL
71205-046-60,Sotalol,80 mg/1,ORAL
71205-046-90,Sotalol,80 mg/1,ORAL
71335-1125-1,Sotalol,120 mg/1,ORAL
71335-1125-2,Sotalol,120 mg/1,ORAL
0093-1060-01,Sotalol,120 mg/1,ORAL
0093-1061-01,Sotalol,80 mg/1,ORAL
0093-1062-01,Sotalol,160 mg/1,ORAL
0093-1063-01,Sotalol,240 mg/1,ORAL
71610-074-30,Sotalol,80 mg/1,ORAL
24338-530-25,Sotalol,5 mg/mL,ORAL
24338-530-48,Sotalol,5 mg/mL,ORAL
76478-001-05,Timolol,2.56 mg/mL,OPHTHALMIC
76478-002-10,Timolol,5.12 mg/mL,OPHTHALMIC
76478-002-15,Timolol,5.12 mg/mL,OPHTHALMIC
76478-002-05,Timolol,5.12 mg/mL,OPHTHALMIC
76478-002-12,Timolol,5.12 mg/mL,OPHTHALMIC
0781-7186-70,Timolol,2 mg/mL,
0781-7186-75,Timolol,2 mg/mL,
0781-7186-85,Timolol,2 mg/mL,
60505-6225-2,Timolol,2 mg/mL,
60505-6225-0,Timolol,2 mg/mL,
60505-6225-1,Timolol,2 mg/mL,
0023-9211-03,Timolol,2 mg/mL,
0023-9211-05,Timolol,2 mg/mL,
0023-9211-10,Timolol,2 mg/mL,
0023-9211-15,Timolol,2 mg/mL,
17478-605-10,Timolol,20 mg/mL,
17478-604-30,Timolol,20 mg/mL,
69315-305-05,Timolol,20 mg/mL,
69315-305-10,Timolol,20 mg/mL,
17478-514-11,Timolol,20 mg/mL,
42571-382-27,Timolol,20 mg/mL,
42571-382-73,Timolol,20 mg/mL,
50383-233-10,Timolol,20 mg/mL,
60429-115-10,Timolol,20 mg/mL,
50383-261-61,Timolol,20 mg/mL,
50383-261-91,Timolol,20 mg/mL,
50383-233-05,Timolol,20 mg/mL,
65862-946-01,Timolol,20 mg/mL,
70069-051-12,Timolol,20 mg/mL,
61314-030-01,Timolol,20 mg/mL,
61314-030-02,Timolol,20 mg/mL,
50090-1247-0,Timolol,20 mg/mL,
24208-486-05,Timolol,20 mg/mL,
24208-486-10,Timolol,20 mg/mL,
42571-147-26,Timolol,22.3 mg/mL,
62332-553-10,Timolol,20 mg/mL,
65862-947-18,Timolol,20 mg/mL,
65862-947-60,Timolol,20 mg/mL,
70377-082-11,Timolol,20 mg/mL,
14445-405-10,Timolol,20 mg/mL,
0527-1763-73,Timolol,20 mg/mL,
24208-004-01,Timolol,5 mg/mL,OPHTHALMIC
24208-004-02,Timolol,5 mg/mL,OPHTHALMIC
24208-004-03,Timolol,5 mg/mL,OPHTHALMIC
61314-224-05,Timolol,2.5 mg/mL,OPHTHALMIC
61314-225-05,Timolol,5 mg/mL,OPHTHALMIC
61314-225-25,Timolol,5 mg/mL,OPHTHALMIC
61314-224-25,Timolol,2.5 mg/mL,OPHTHALMIC
67877-229-11,Timolol,5 mg/mL,OPHTHALMIC
0378-0715-01,Timolol,20 mg/1,ORAL
61314-226-05,Timolol,2.5 mg/mL,OPHTHALMIC
61314-227-05,Timolol,5 mg/mL,OPHTHALMIC
73152-029-01,Timolol,5 mg/1,ORAL
64980-513-05,Timolol,2.5 mg/mL,OPHTHALMIC
64980-514-01,Timolol,5 mg/mL,OPHTHALMIC
0378-0055-01,Timolol,5 mg/1,ORAL
0378-0221-01,Timolol,10 mg/1,ORAL
73152-030-01,Timolol,10 mg/1,ORAL
73152-031-01,Timolol,20 mg/1,ORAL
17478-189-24,Timolol,5 mg/mL,OPHTHALMIC
67877-229-15,Timolol,5 mg/mL,OPHTHALMIC
45865-121-01,Timolol,5 mg/mL,OPHTHALMIC
61314-226-15,Timolol,2.5 mg/mL,OPHTHALMIC
24208-818-25,Timolol,2.5 mg/mL,OPHTHALMIC
24208-819-05,Timolol,5 mg/mL,OPHTHALMIC
50090-3441-0,Timolol,5 mg/mL,OPHTHALMIC
68682-045-50,Timolol,5 mg/mL,OPHTHALMIC
50090-5091-0,Timolol,5 mg/mL,OPHTHALMIC
24208-496-05,Timolol,6.8 mg/mL,OPHTHALMIC
50090-0558-0,Timolol,5 mg/mL,OPHTHALMIC
82260-496-05,Timolol,6.8 mg/mL,OPHTHALMIC
60505-1005-1,Timolol,6.8 mg/mL,OPHTHALMIC
50383-021-10,Timolol,5 mg/mL,OPHTHALMIC
67877-229-55,Timolol,5 mg/mL,OPHTHALMIC
60758-801-10,Timolol,5 mg/mL,OPHTHALMIC
60758-802-05,Timolol,2.5 mg/mL,OPHTHALMIC
60758-802-10,Timolol,2.5 mg/mL,OPHTHALMIC
68682-045-25,Timolol,5 mg/mL,OPHTHALMIC
50383-021-05,Timolol,5 mg/mL,OPHTHALMIC
50383-021-15,Timolol,5 mg/mL,OPHTHALMIC
60505-1005-4,Timolol,6.8 mg/mL,OPHTHALMIC
63629-7167-4,Timolol,10 mg/1,ORAL
17478-288-10,Timolol,5 mg/mL,OPHTHALMIC
17478-288-11,Timolol,5 mg/mL,OPHTHALMIC
17478-288-12,Timolol,5 mg/mL,OPHTHALMIC
17478-288-25,Timolol,5 mg/mL,OPHTHALMIC
17478-289-10,Timolol,2.5 mg/mL,OPHTHALMIC
17478-289-11,Timolol,2.5 mg/mL,OPHTHALMIC
17478-289-12,Timolol,2.5 mg/mL,OPHTHALMIC
17478-289-25,Timolol,2.5 mg/mL,OPHTHALMIC
17478-365-05,Timolol,2.5 mg/mL,OPHTHALMIC
17478-366-05,Timolol,5 mg/mL,OPHTHALMIC
17478-366-10,Timolol,5 mg/mL,OPHTHALMIC
17478-366-15,Timolol,5 mg/mL,OPHTHALMIC
68682-812-05,Timolol,2.5 mg/mL,OPHTHALMIC
68682-813-05,Timolol,5 mg/mL,OPHTHALMIC
68682-813-10,Timolol,5 mg/mL,OPHTHALMIC
63629-7167-1,Timolol,10 mg/1,ORAL
63629-7167-2,Timolol,10 mg/1,ORAL
63629-7167-3,Timolol,10 mg/1,ORAL
61314-227-10,Timolol,5 mg/mL,OPHTHALMIC
61314-227-15,Timolol,5 mg/mL,OPHTHALMIC
61314-226-10,Timolol,2.5 mg/mL,OPHTHALMIC
64980-513-01,Timolol,2.5 mg/mL,OPHTHALMIC
64980-513-15,Timolol,2.5 mg/mL,OPHTHALMIC
64980-514-15,Timolol,5 mg/mL,OPHTHALMIC
60758-801-05,Timolol,5 mg/mL,OPHTHALMIC
64980-514-05,Timolol,5 mg/mL,OPHTHALMIC
50090-5769-0,Timolol,5 mg/mL,OPHTHALMIC
62332-545-05,Timolol,2.5 mg/mL,OPHTHALMIC
62332-546-05,Timolol,5 mg/mL,OPHTHALMIC
24208-812-05,Timolol,2.5 mg/mL,OPHTHALMIC
24208-813-05,Timolol,5 mg/mL,OPHTHALMIC
24208-813-10,Timolol,5 mg/mL,OPHTHALMIC
69918-601-60,Timolol,5 mg/mL,OPHTHALMIC
69918-602-60,Timolol,2.5 mg/mL,OPHTHALMIC
0187-1496-05,Timolol,6.8 mg/mL,OPHTHALMIC
0187-1496-99,Timolol,6.8 mg/mL,OPHTHALMIC
0187-1498-25,Timolol,3.4 mg/mL,OPHTHALMIC
24208-498-34,Timolol,3.4 mg/mL,OPHTHALMIC
24208-499-00,Timolol,6.8 mg/mL,OPHTHALMIC
24208-499-68,Timolol,6.8 mg/mL,OPHTHALMIC
24208-814-25,Timolol,2.5 mg/mL,OPHTHALMIC
24208-816-05,Timolol,5 mg/mL,OPHTHALMIC
0091-4500-15,Penbutolol,20 mg,ORAL
61314-238-05,Carteolol ,10 mg/mL,OPHTHALMIC
61314-238-10,Carteolol ,,OPHTHALMIC
61314-238-15,Carteolol ,,OPHTHALMIC
58768-001-01,Carteolol ,,OPHTHALMIC
58768-001-02,Carteolol ,,OPHTHALMIC
58768-001-04,Carteolol ,,OPHTHALMIC
